Composition,Temperature,Feature,Equilibrium,Bed,Laser,Hold,Cooling,Delta_Equilibrium_to_Bed,PctChange_Equilibrium_to_Bed,Delta_Bed_to_Laser,PctChange_Bed_to_Laser,Delta_Laser_to_Hold,PctChange_Laser_to_Hold,Delta_Hold_to_Cooling,PctChange_Hold_to_Cooling,Total_Change,Total_PctChange
5050,150,Mean_Temperature,276.768515,315.92312333333336,376.3555725,423.76328624999996,380.40974,39.154608333333385,14.14706016446032,60.43244916666663,19.12884645132601,47.40771374999997,12.596522335271116,-43.353546249999965,-10.230604598536045,103.64122500000002,37.446898539019166
5050,150,Std_Temperature,37.98302919494303,10.003918915790011,25.61737167125272,2.794173152977813,25.780756985866624,-27.97911027915302,-73.6621350960552,15.613452755462708,156.07336371767974,-22.823198518274907,-89.09266263207878,22.98658383288881,822.6613947811893,-12.202272209076405,-32.12558994821031
5050,150,Min_Temperature,178.231,297.17,332.266,416.137,335.983,118.93900000000002,66.73305990540368,35.096000000000004,11.810075041222197,83.87099999999998,25.242125285163088,-80.154,-19.2614451490735,157.752,88.50985518793027
5050,150,Max_Temperature,308.46,334.988,423.002,432.456,426.167,26.52800000000002,8.60014264410297,88.01400000000001,26.273776971115385,9.454000000000008,2.2349776123989975,-6.289000000000044,-1.454251993266377,117.707,38.15956688063282
5050,150,First_Temperature,178.231,302.466,335.006,422.637,424.709,124.23500000000001,69.70448462949768,32.539999999999964,10.758233983323732,87.63100000000003,26.15803896049624,2.0720000000000027,0.4902552308482226,246.478,138.2913185697213
5050,150,Last_Temperature,301.806,334.021,421.971,424.663,336.03,32.21500000000003,10.674075399428782,87.94999999999999,26.330679807557004,2.6920000000000073,0.6379585326953765,-88.63300000000004,-20.871373300711397,34.22399999999999,11.339734796524917
5050,150,Delta_Temperature,123.57499999999999,31.555000000000007,86.96500000000003,2.0260000000000105,-88.67900000000003,-92.01999999999998,-74.46489985838559,55.410000000000025,175.5981619394708,-84.93900000000002,-97.67032714310353,-90.70500000000004,-4477.048371174707,-212.25400000000002,-171.76127857576373
5050,200,Mean_CN,13.518284993694829,12.306971716807782,12.443883984867592,12.46261934786525,12.724013691226807,-1.2113132768870472,-8.960554371002132,0.1369122680598096,1.1124773113179975,0.0187353629976581,0.15055880479471903,0.2613943433615571,2.097427002023711,-0.7942713024680224,-5.875533049040501
5050,200,Std_CN,3.2537324564755887,3.1517463610963654,3.153442213680948,3.1510052477975927,3.1009844679944916,-0.10198609537922332,-3.1344339690944865,0.0016958525845827133,0.05380675950055812,-0.002436965883355402,-0.0772795478154896,-0.050020779803101156,-1.5874546650807189,-0.15274798848109716,-4.694546663696876
5050,200,Min_CN,3.0,2.0,1.0,1.0,1.0,-1.0,-33.33333333333333,-1.0,-50.0,0.0,0.0,0.0,0.0,-2.0,-66.66666666666666
5050,200,Max_CN,24.0,24.0,23.0,24.0,25.0,0.0,0.0,-1.0,-4.166666666666666,1.0,4.3478260869565215,1.0,4.166666666666666,1.0,4.166666666666666
5050,200,Median_CN,14.0,12.0,12.0,12.0,13.0,-2.0,-14.285714285714285,0.0,0.0,0.0,0.0,1.0,8.333333333333332,-1.0,-7.142857142857142
